1602,우효
1603,울랄라세션
1604,원더걸스
1605,원미솔
1606,원상우
1607,원샷
1608,원영헌
1609,원태연
1610,원택
1611,원티드
1612,월하소년 
1613,"웬디 , 슬기 "
1614,위종수
1615,위프리키
1616,유건형
1617,유겸 
1618,유나킴
1619,유니크노트
1620,유빈
1621,유성은
1622,유세윤
1623,유승우
1624,유에
1625,유영석
1626,유영진
1627,유유
1628,유유진
1629,유재경
1630,유재석
1631,유재석 X Dok2
1632,유재하
1633,유재환
1634,유케이
1635,유한진
1636,유해준
1637,유희열
1638,육성재
1639,육지담
1640,윤건
1641,윤계상
1642,윤덕원
1643,윤도현
1644,윤딴딴
1645,윤명선
1646,윤미래
1647,"윤미래,타이거JK,Bizzy"
1648,윤민수
1649,윤비 
1650,"윤비 , 영비"
1651,윤사라
1652,윤상
1653,윤석철
1654,윤성희
1655,윤아 
1656,윤영준
1657,윤우석
1658,윤일상
1659,윤종성
1660,윤종신
1661,윤지성
1662,윤하
1663,윤현상
1664,윤효상
1665,으뜨거따시
1666,은종태
1667,은지원
1668,이건영
1669,이건우
1670,이경섭
1671,이경애
1672,이규태
1673,이규호
1674,이근상
1675,이근호
1676,이기
1677,이기광
1678,이기용배
1679,이기찬
1680,이길호
1681,이남이
1682,이노베이터
1683,이다운
1684,이단옆차기
1685,이대찬
1686,이대헌
1687,이대휘
1688,이도연
1689,이도형
1690,이동원
1691,이동현
1692,이래언
1693,이루
1694,이루마
1695,이문세
1696,이미나
1697,이미쉘
1698,이미지스
1699,이민수
1700,이민우
1701,이민혁 
1702,이민호
1703,이범희
1704,이병우
1705,이병호
1706,이부미
1707,이상
1708,이상곤
1709,이상순
1710,이상열
1711,이상은
1712,이상인
1713,이상준
1714,이상호
1715,이상훈
1716,이석주
1717,이석훈
1718,이선규
1719,이선희
1720,이설아
1721,이성만
1722,이소라
1723,이수
1724,이수빈
1725,이수영
1726,이수현
1727,이스란
1728,이승기
1729,이승열
1730,이승주
1731,이승철
1732,이승협
1733,이승호
1734,이승환
1735,이승훈
1736,이신성
1737,이영준
1738,이영지
1739,이영현
1740,이영훈
1741,이예린
1742,이예준
1743,이용민
1744,이우민 'Collapsedone'
1745,이유 갓지 않은 이유
1746,이유진
1747,이윤상
1748,이은미
1749,이은하
1750,이장희
1751,이재규
1752,이재우
1753,이재학
1754,이재혁
1755,이재훈
1756,이적
1757,이정
1758,이정현
1759,이종민
1760,이종필
1761,이종현
1762,이종훈
1763,이주원
1764,이주형
1765,이주호
1766,이지린
1767,이지영
1768,이지원
1769,이지은
1770,이지혜
1771,이지호
1772,이지훈
1773,이진아
1774,이찬혁
1775,이창민
1776,이창섭
1777,이채규
1778,이채윤
1779,이치원
1780,이치현
1781,이택승
1782,이트라이브
1783,이하늘
1784,이하이
1785,이해리 
1786,이현
1787,이현규
1788,이현도
1789,이현승
1790,이현영
1791,이현우
1792,이현정
1793,이호준
1794,이홍기
1795,이환욱
1796,이효리
1797,이효민
1798,이희목
1799,이희승
1800,인영훈
1801,인크레더블
1802,인피니트
1803,인피니트H
1804,인호진
1805,일
1806,일렉트로보이즈
1807,임광욱
1808,임기훈
1809,임도혁
1810,임상혁
1811,임세준
1812,임슬옹
1813,임시완
1814,임재범
1815,임재현
1816,임정희
1817,임창정
1818,임현기
1819,임현식
1820,임현제
1821,임형주
1822,임흥순
1823,자경단
1824,자우림
1825,잔나비
1826,장기하
1827,장기하와 얼굴들
1828,장나라
1829,장대성
1830,장덕
1831,장덕철
1832,장동건
1833,장미여관
1834,장미하관 
1835,장범준
1836,장석준
1837,장영수
1838,장용진
1839,장우영
1840,장재원
1841,장재인
1842,장준호
1843,장중혁
1844,장지원
1845,장철웅
1846,장필순
1847,장현
1848,장현승
1849,장혜진
1850,잭슨
1851,저스트
1852,적재
1853,전간디
1854,전군
1855,전다운
1856,전람회
1857,전상근
1858,전상환
1859,전소미
1860,전승우
1861,전인권
1862,전정훈
1863,전준규
1864,전진
1865,전창엽
1866,전태익
1867,전해성
1868,전효성
1869,정구현
1870,정국
1871,정기고
1872,정다운
1873,정동하
1874,정미선
1875,정바비
1876,정석원
1877,정성윤
1878,정성하
1879,정세운
1880,정수민
1881,정승환
1882,정시로
1883,정엽
1884,정용화
1885,정우
1886,정윤 
1887,정은지
1888,정인
1889,정일리
1890,정일훈
1891,정재일
1892,정재형
1893,정주희
1894,정준영
1895,정준일
1896,정준하
1897,정준하 X ZICO
1898,정지찬
1899,정지훈
1900,정진우
1901,정진운
1902,정진환
1903,정창욱
1904,정키
1905,정현철
1906,정형돈
1907,정호승
1908,정호현
1909,제국의아이들[ZE:A]
1910,제니 
1911,제시
1912,제시카
1913,"제시카, 크리스탈 "
1914,제아
1915,제이 스킬즈
1916,제이레빗
1917,제이세라
1918,제이워크
1919,제이윤
1920,제이큐
1921,제이홉
1922,제피
1923,제휘
1924,젝스키스
1925,조권
1926,조규만
1927,조규찬
1928,조덕배
1929,조동희
1930,조미쉘
1931,조병석
1932,조성모
1933,조성호
1934,조셉 케이
1935,조영남
1936,조영수
1937,조영화
1938,조용필
1939,조윤경
1940,조은희
1941,조장혁
1942,조정치
1943,조커
1944,조필성
1945,조현아
1946,조현주
1947,조휴일
1948,존 박
1949,종현 
1950,주
1951,주노
1952,주니엘
1953,주미연
1954,주석
1955,주영훈
1956,주완
1957,주원
1958,주태영
1959,준
1960,준케이
1961,쥬얼리
1962,쥰
1963,지근식
1964,지나
1965,지나그램
1966,지누션
1967,지민
1968,지병주
1969,지아
1970,지연
1971,지오
1972,지우
1973,지코
1974,지훈
1975,진리
1976,진명용
1977,진민호
1978,진보
1979,진영
1980,진영 
1981,"진영 , 뱀뱀 "
1982,진짜사나이
1983,차길완
1984,차은택
1985,찬양
1986,찬열 
1987,"찬열 , 펀치"
1988,창따이
1989,창모
1990,"창모, Hash Swan, ASH ISLAND, 김효은"
1991,창민
1992,채은정
1993,채정은
1994,처진 달팽이
1995,청하
1996,첸
1997,첸 
1998,최갑원
1999,최강일
2000,최귀섭
2001,최규성
2002,최명섭
2003,최성원
2004,최성일
2005,최성훈
2006,최소영
2007,최수영
2008,최수정
2009,최용찬
2010,최우미
2011,최원석
2012,최은
2013,최은하
2014,최인영
2015,최인환
2016,최자
2017,최재우
2018,최정인
2019,최정훈
2020,최준영
2021,최진석
2022,최진이
2023,최진혁
2024,최창환
2025,최철호
2026,최태완
2027,최한솔
2028,최현준
2029,최희준
2030,추대관
2031,치즈
2032,치타
2033,"치타, 에일리"
2034,카라
2035,캥거루
2036,커즈디
2037,컨퀘스트
2038,케이시
2039,케이윌
2040,"케이윌, 마마무"
2041,"케이윌, 차쿤"
2042,케이준
2043,케이지
2044,켄
2045,코난
2046,코드쿤스트
2047,코랑이
2048,코스믹 사운드
2049,코요태
2050,쿠기
2051,"쿠기, 수퍼비, D.Ark"
2052,쿨
2053,크러쉬
2054,"크러쉬, 한상원"
2055,크레용팝
2056,크리스탈
2057,클래지
2058,클래지콰이
2059,클로버
2060,키
2061,키겐
2062,키비
2063,키시
2064,키썸
2065,키썸 
2066,"키썸, 산이, 태완"
2067,킬라그램
2068,킵루츠
2069,타블로
2070,타스코
2071,타이거JK
2072,타이비언
2073,타히티
2074,탁
2075,태민
2076,태봉이
2077,태사비애
2078,태양
2079,태연
2080,태연 
2081,태완
2082,태용 
2083,태윤미
2084,태일
2085,터보
2086,테이
2087,텐조
2088,텐조와 타스코
2089,토마스쿡
2090,토이
2091,톰이랑 제리
2092,투개월
2093,투빅
2094,투엘슨
2095,투하트
2096,트러블메이커
2097,트루디
2098,티아라
2099,티아라 N4
2100,"티아라, 다비치"
2101,"티아라, 더 씨야, 파이브돌스, 스피드"
2102,티파니
2103,틴 탑
2104,파이브어클락
2105,팔로알토 
2106,팬텀
2107,팻뮤직
2108,펀치
2109,펀치 
2110,페임 제이
2111,페퍼톤스
2112,포맨
2113,포미닛
2114,포미닛 투윤
2115,포스트맨
2116,포지션
2117,포플래닛
2118,폴라로이드 피아노
2119,폴킴
2120,프라이머리
2121,"프라이머리, 오혁"
2122,프라임보이
2123,프로씨
2124,프리스타일
2125,플라이 투 더 스카이
2126,플래닛 쉬버
2127,플로우식
2128,피에스타
2129,하광훈
2130,하기
2131,하나
2132,하동균
2133,하루히
2134,하림
2135,하성운
2136,하승범
2137,하우두유둘 
2138,하우스룰즈
2139,하은
2140,하이니
2141,하이라이트
2142,"하이포, 아이유"
2143,하정호
2144,하진
2145,하진규
2146,하하
2147,하하 X MINO
2148,하해룡
2149,하현우
2150,하현우 
2151,하형주
2152,한경수
2153,한경일
2154,한경혜
2155,한경훈
2156,한길
2157,한동근
2158,한동준
2159,한보람
2160,한상원
2161,한성호
2162,한수지
2163,한승우
2164,한승택
2165,한승훈
2166,한웅재
2167,한재호
2168,한준
2169,한창훈
2170,한해
2171,한효주
2172,한희정
2173,한희준
2174,함승천
2175,핫펠트
2176,해오라
2177,행주
2178,허각
2179,허니지
2180,허선경
2181,허성진
2182,허승경
2183,허준
2184,헤이즈
2185,헤이즈 
2186,헨리
2187,헨리 
2188,헬로비너스
2189,혁오
2190,현아
2191,현재욱
2192,형돈이와 대준이
2193,형용돈죵 
2194,혜림
2195,호란
2196,홈보이
2197,홍대광
2198,홍석
2199,홍성민 [창작]
2200,홍소진
2201,홍승현
2202,홍재선
2203,홍정수
2204,홍지상
2205,홍지유
2206,홍진영
2207,화려강산
2208,화사
2209,화요비
2210,화이
2211,환희
2212,황광희 X 개코
2213,황금두현
2214,황성제
2215,황성진
2216,황세준
2217,황유빈
2218,황인욱
2219,황종하
2220,황준익
2221,황찬희
2222,황치열
2223,황태지
2224,황현
2225,회장님
2226,효린
2227,후이
2228,휘성
2229,"휘성, 거미"
2230,"휘성, 범키"
2231,"휘성, 황치열"
2232,휘인
2233,희진
